CORTE,SECTOR / ZONA,ACTIVIDAD,FAMILIA,VENCE,EST,CAL,CAMP,AMB,BIM,SSOMA,OTROS,CHECKS PENDIENTES,TOTAL CHECKS,ANTIGUEDAD (dias),MARCADA,CLAVE ORDEN,LISTA TRELLO,DIA DEL CORTE,ESTADO,LINK TRELLO
2026-09-08 19:52,1PS2,ENCOFRADO LOSAS Y CARTERA DE VIGAS,Encofrado,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,si,0.0119,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/44oB4OoN
2026-09-08 19:52,1PS20,ENCOFRADO DE COL,Encofrado,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,si,0.012,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/LMdnxWv1
2026-09-08 19:52,1PS20,TRAZO Y REPLANTEO DE COL,Trazo,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,,0.0121,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/DNgC56xu
2026-09-08 19:52,1PS22,ENCOFRADO DE FONDO DE VIGA,Encofrado,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,si,0.0122,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/2dDcI19K
2026-09-08 19:52,1PS3,ACERO EN VIGAS,Acero,2026-09-03 17:00,0,0,0,0,0,0,0,0,0,5,,0.0123,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,AYER Y ANTES,NO CUMPLIDA,https://trello.com/c/V6w5x4wm
2026-09-08 19:52,1PS23,CONCRETO DE COL,Concreto,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0124,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/wt6wdYZB
2026-09-08 19:52,1PS3,CONCRETO EN LOSA,Concreto,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0125,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/6c62CYnw
2026-09-08 19:52,1PS4,ACERO DE TEMPERATURA,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0126,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/o9qbb9nj
2026-09-08 19:52,1PS4,ENCOFRADO FRISO DE LOSA,Encofrado,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0127,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/214pvyAw
2026-09-08 19:52,1PS4,II.EE EN LOSA,Varios,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0128,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/NfoL31fn
2026-09-08 19:52,1PS5,ACERO EN LOSA,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0129,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/vTnVLCXm
2026-09-08 19:52,1PS5,II.SS EN LOSA,Varios,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.013,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/3JiFxJyg
2026-09-08 19:52,1PS5,LADRILLO PARA TECHO,Varios,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0131,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/QUUy5Ab5
2026-09-08 19:52,1PS6,ACERO 1ER TRAMO,Acero,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0132,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/cpcpRZ3m
2026-09-08 19:52,1PS6,ENCOFRADO LOSAS Y CARTERA DE VIGAS,Encofrado,2026-09-09 17:00,0,0,0,0,0,0,0,0,0,0,,0.0133,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/lVq5pnAQ
2026-09-08 19:52,1PS9,CONCRETO DE COLUMNAS Y PLACAS,Concreto,2026-09-09 17:00,3,12,8,2,1,3,0,29,29,0,,29.0134,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/HBAcbnON
2026-09-08 19:52,2PS1,ENCOFRADO DE COLUMNAS Y PLACAS,Encofrado,2026-09-09 17:00,3,8,6,1,0,2,0,20,20,0,,20.0135,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/u9WMSBBG
2026-09-08 19:52,2PS2,COMPLETADO DE ESTRIBOS EN COLUMNAS Y PLACAS,Acero,2026-09-09 17:00,5,5,5,2,4,5,0,26,26,0,,26.0136,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/HH4wTBUo
2026-09-08 19:52,2PS2,TRAZO Y REPLANTEO DE COLUMNAS Y PLACAS,Trazo,2026-09-09 17:00,3,6,1,0,3,0,0,13,13,0,,13.0137,T.  NO CUMPLIDAS 🆘🆘🆘🆘🆘🆘🆘🆘🆘,HOY,NO CUMPLIDA,https://trello.com/c/SBkZJU7B
